driver_id,driver_onboard_date,first_drive,last_drive,num_drive,day_drive,min_ride_distance,max_ride_distance,total_ride_distance,min_ride_duration,max_ride_duration,total_ride_duration,avg_distance_per_day,avg_duration_per_day,avg_distance_per_drive,avg_duration_per_drive,min_acceptance_duration,max_acceptance_duration,avg_acceptance_duration,min_arrival_duration,max_arrival_duration,avg_arrival_duration,min_wait_duration,max_wait_duration,avg_wait_duration,avg_earning_per_ride,min_earning_ride,max_earning_ride,earnings_per_active_day,ride_freq_during_active,avg_primetime_multiplier,num_rides_in_1st_30days,n_days_after_onboarding,n_days_after_last_drive,n_days_to_first_drive,churn
02e440f6c209206375833cef02e0cbae,2016-03-31 00:00:00.000000 UTC,2016-03-31,2016-05-18,56,56,790,62033,455475,186,2952,50021,32533.928571428572,3572.9285714285716,8133.4821428571431,893.23214285714289,2,363,24.910714285714288,6,706,238.35714285714289,0,8,2.4642857142857144,11.204720964605357,4.50292160188,45.31999999689333,44.818883858421422,1.1666666666666667,14.285714285714286,47,87,39,0,1
036f3d94e7c65e4e3574822d31c72656,2016-04-09 00:00:00.000000 UTC,2016-04-10,2016-06-24,204,204,355,55597,1584782,87,4083,201330,25561.0,3247.2580645161293,7768.5392156862745,986.91176470588232,0,389,13.83823529411765,18,1418,288.70588235294127,0,60,8.4411764705882391,11.582960820678217,4.0,123.07249796011997,38.111677539005782,2.72,12.745098039215684,58,78,2,1,0
039c5afbca8e03e4c18d9c8ea94140ac,2016-04-12 00:00:00.000000 UTC,2016-04-12,2016-06-12,38,38,407,34814,245552,136,2472,30430,10231.333333333334,1267.9166666666667,6461.894736842105,800.78947368421052,0,36,10.157894736842104,45,875,253.9473684210526,0,10,2.7631578947368425,9.9062357401671051,4.2465995410533335,31.26222782,15.684873255264584,0.62295081967213117,11.842105263157894,29,75,14,0,0
039da9c077e17af98ca8530e4d7975f1,2016-05-04 00:00:00.000000 UTC,2016-05-04,2016-06-26,396,396,54,64032,2126185,29,2320,303133,49446.162790697672,7049.604651162791,5369.1540404040406,765.48737373737379,1,227,8.83838383838384,4,755,141.13383838383837,0,60,10.073232323232331,9.831075571393086,4.0,68.818126463359988,90.537347122596771,7.4716981132075473,22.348484848484862,285,53,0,0,0
03f2b5c74cb89f39e58711699e76bf39,2016-04-10 00:00:00.000000 UTC,2016-04-10,2016-06-25,223,223,375,52513,1358917,186,3955,214201,42466.15625,6693.78125,6093.7982062780266,960.542600896861,1,91,7.15695067264574,8,1431,255.87892376681617,0,60,11.860986547085206,10.462660149564005,4.0914396616666666,68.899311546263334,72.911662917274171,2.9342105263157894,14.798206278026907,82,77,1,0,0
03f5278eb43475aa6790f5be32463755,2016-04-12 00:00:00.000000 UTC,2016-04-12,2016-06-24,370,370,755,71241,2265794,186,3408,321993,50350.977777777778,7155.4,6123.7675675675673,870.25135135135133,0,452,9.6378378378378446,17,837,224.91621621621618,0,60,3.994594594594596,10.490936195512047,4.2030709632666667,106.04504819623999,86.2588087186546,5.0684931506849313,18.851351351351354,115,75,2,0,0
0430df9a3eb327122c57ee3a64765000,2016-04-05 00:00:00.000000 UTC,2016-04-05,2016-04-13,43,43,884,39917,254250,163,3892,35639,31781.25,4454.875,5912.7906976744189,828.81395348837214,3,82,11.069767441860465,47,707,262.02325581395348,0,31,3.0232558139534889,9.3598654445729448,4.1252539475733334,36.544399707893334,50.309276764579586,5.375,7.5581395348837219,43,82,74,0,1
04c4ffa5a385eab86fa7e422263d2999,2016-04-07 00:00:00.000000 UTC,2016-04-07,2016-05-07,55,55,697,40000,466193,188,4411,57344,35861.0,4411.0769230769229,8476.2363636363643,1042.6181818181817,3,53,8.1454545454545464,26,567,211.2727272727272,0,5,2.1636363636363631,12.883790576677697,4.587393258383333,38.805386133333336,54.508344747482553,1.8333333333333333,26.363636363636363,55,80,50,0,1
04d686ef2fba281e395992a28f14fdd3,2016-05-14 00:00:00.000000 UTC,2016-05-14,2016-06-24,318,318,0,80460,2584849,112,3815,271087,89132.724137931029,9347.8275862068967,8128.4559748427673,852.47484276729563,1,302,11.946540880503141,0,925,216.86477987421395,0,60,11.389937106918241,11.480027527553595,4.0,74.818690141866668,125.88443978489798,7.7560975609756095,15.015723270440253,225,43,2,0,0
052bba06c5fc0bdea4bc2f9cb92b37c7,2016-04-15 00:00:00.000000 UTC,2016-04-15,2016-06-20,56,56,261,25279,361814,121,2979,47006,30151.166666666668,3917.1666666666665,6460.9642857142853,839.39285714285711,0,17,6.4107142857142865,63,1283,235.73214285714289,0,23,2.785714285714286,10.522889411457797,4.0,63.37356627070001,49.106817253469728,0.84848484848484851,15.178571428571431,51,72,6,0,0
056175954c78be4c4de7e80167b7e1f9,,,,65,0,912,22427,314089,169,2646,40447,,,4832.1384615384613,622.26153846153841,,,,,,,,,,7.95062639752174,4.2851976162533338,25.500811598883338,,0.0,6.1538461538461542,0,,,,1
059ed570673c2d15ca11dd6b3a25513b,2016-05-12 00:00:00.000000 UTC,2016-05-12,2016-06-20,32,32,1243,56573,313768,212,3919,32534,28524.363636363636,2957.6363636363635,9805.25,1016.6875,5,31,10.437500000000002,129,2022,426.125,0,60,5.9999999999999973,12.617529871531355,4.6094756876,58.195411487116672,36.705541444454845,0.82051282051282048,10.15625,27,45,6,0,0
05addf442c147875efa5cf53453ad47b,2016-04-08 00:00:00.000000 UTC,2016-04-08,2016-06-26,344,344,343,63630,2247017,186,4370,298202,43211.865384615383,5734.6538461538457,6532.0261627906975,866.86627906976742,0,1764,14.415697674418608,12,1069,215.60174418604635,0,15,2.4534883720930214,11.257376942213435,4.0,72.806712018693347,74.471878233104263,4.3544303797468356,23.982558139534888,173,79,0,0,0
05bad02e08c7f849e91dc1259da8b4ec,2016-05-12 00:00:00.000000 UTC,2016-05-12,2016-06-12,46,46,1063,34717,409881,235,2464,42498,29277.214285714286,3035.5714285714284,8910.45652173913,923.86956521739125,1,113,14.195652173913045,34,874,324.71739130434787,0,60,10.608695652173912,12.354914260311014,4.297009316493333,38.242151385973337,40.594718283879054,1.4838709677419355,16.84782608695652,41,45,14,0,0
0656192a402808805282e60761bda088,2016-04-30 00:00:00.000000 UTC,2016-04-30,2016-06-26,315,315,0,85117,2640728,33,3310,250968,61412.279069767443,5836.46511627907,8383.2634920634919,796.72380952380956,0,573,12.653968253968252,33,1602,263.66666666666669,0,60,15.069841269841266,11.350391124762147,4.0,60.637029907773332,83.148214053490207,5.5263157894736841,15.634920634920638,174,57,0,0,0
06b1ba06e5505f8218ec8686498f990a,2016-05-11 00:00:00.000000 UTC,2016-05-11,2016-05-24,44,44,568,24439,221997,106,2116,35106,31713.857142857141,5015.1428571428569,5045.386363636364,797.86363636363637,2,112,9.4318181818181834,36,608,191.15909090909085,0,10,2.2272727272727271,10.146155872038333,4.3932589169866665,27.923453676666668,63.775836909955238,3.3846153846153846,27.272727272727266,44,46,33,0,1
06c848ab3a7fc5421e82e98850a81710,2016-04-20 00:00:00.000000 UTC,2016-04-20,2016-06-26,400,400,412,66816,2517171,160,5133,317536,41952.85,5292.2666666666664,6292.9275,793.84,0,298,9.5924999999999958,0,1181,247.68250000000009,0,60,8.9724999999999984,9.8455257542924564,4.0,54.27611791256,65.636838361949685,5.9701492537313436,12.749999999999998,211,67,0,0,0
07dd442e3e0b9f0f9b0d69c7b47cbb06,2016-04-08 00:00:00.000000 UTC,2016-04-08,2016-06-21,286,286,0,46496,1679136,7,3817,250967,43054.769230769234,6435.0512820512822,5871.1048951048951,877.506993006993,0,184,10.97552447552448,5,910,273.9195804195806,0,60,4.367132867132856,9.5626357508270985,4.0,40.776498068053336,70.125995506065379,3.8648648648648649,9.8776223776223819,114,79,5,0,0
07e6a2fdaadc640cca9a7bec41351065,2016-05-14 00:00:00.000000 UTC,2016-05-14,2016-06-19,22,22,1598,20887,106079,207,1796,15227,15154.142857142857,2175.2857142857142,4821.772727272727,692.13636363636363,1,50,11.81818181818182,75,621,249.1363636363636,0,54,15.90909090909091,9.195887229758938,4.5207147893599995,34.314974150636672,28.901359864956671,0.61111111111111116,17.045454545454547,16,43,7,0,0
081d8ba3bc9a00a481df02bd9d0a4c53,2016-04-04 00:00:00.000000 UTC,2016-04-04,2016-06-24,192,192,842,35016,915768,215,2615,154464,31578.206896551725,5326.3448275862065,4769.625,804.5,1,349,12.906249999999995,21,1651,281.14583333333331,0,60,7.7499999999999982,9.0180253552160821,4.1937530668666669,30.591159447786666,59.7055471793616,2.3703703703703702,15.104166666666671,33,83,2,0,0
0822973f3e812a68a867962dbbd37f5d,2016-05-08 00:00:00.000000 UTC,2016-05-08,2016-06-04,36,36,650,19175,179863,179,2452,25484,11990.866666666667,1698.9333333333334,4996.1944444444443,707.88888888888891,1,36,9.3888888888888911,21,372,146.66666666666671,0,5,2.333333333333333,8.8707654127508331,4.0,20.172024996573334,21.289836990602,1.3333333333333333,15.972222222222221,36,49,22,0,1
08a1491d6a804e0af969f08252ddbbd8,2016-04-16 00:00:00.000000 UTC,2016-04-16,2016-06-26,571,571,692,96798,3817091,142,4709,534352,59642.046875,8349.25,6684.9229422066546,935.81786339754819,0,365,8.401050788091057,3,1661,189.9772329246934,0,60,9.1506129597197887,11.369584797484322,4.0,79.769728890646661,101.43801436505532,8.04225352112676,21.278458844133109,211,71,0,0,0
08b2b063cce8d02495c4b880293f153c,2016-04-20 00:00:00.000000 UTC,2016-04-20,2016-06-26,522,522,35,110774,3803441,26,6513,500369,67918.58928571429,8935.1607142857138,7286.2854406130264,958.56130268199229,0,349,10.55938697318007,5,1466,273.626436781609,0,60,4.6685823754789268,11.677648410697861,4.0,106.4375138271,108.85236554257639,7.7910447761194028,20.114942528735632,230,67,0,0,0
0938ed763cb3129ae63607aaf69daff5,2016-03-30 00:00:00.000000 UTC,2016-03-30,2016-06-25,38,38,10,11298,148027,8,2244,30762,12335.583333333334,2563.5,3895.4473684210525,809.52631578947364,0,65,10.631578947368418,13,752,207.26315789473685,0,6,2.2631578947368425,8.2219839719857912,4.0,17.199554140049997,26.036282577954996,0.43678160919540232,8.5526315789473681,25,88,1,0,0
0abc4faab8bbdf4d62412655fe0a2398,2016-05-03 00:00:00.000000 UTC,2016-05-03,2016-06-05,46,46,1029,21454,257538,185,1851,31372,42923.0,5228.666666666667,5598.652173913043,682.0,3,102,7.3260869565217375,40,692,177.89130434782612,0,6,2.4347826086956519,10.045970255837176,4.16023949828,30.976963153266666,77.0191052947517,1.393939393939394,23.369565217391305,43,54,21,0,1
0afc0241296972b583debd7c5f5c707c,2016-04-05 00:00:00.000000 UTC,2016-04-05,2016-06-24,428,428,28,99044,2611518,8,4294,376134,56772.130434782608,8176.826086956522,6101.6775700934577,878.81775700934577,0,569,14.378504672897197,20,1200,234.59813084112145,0,60,4.0911214953271,10.415083786269815,4.0,89.919196389266659,96.905562185293007,5.35,19.392523364485978,89,82,2,0,0
0b10af0ede0648dbe6ae05813c5cbf1b,2016-05-13 00:00:00.000000 UTC,2016-05-13,2016-06-10,38,38,1190,42120,231921,201,2050,24081,28990.125,3010.125,6103.1842105263158,633.71052631578948,1,27,8.6315789473684212,3,571,216.99999999999997,0,4,2.2631578947368425,9.4750204198208774,4.49511153088,33.091708131733334,45.006346994149169,1.3571428571428572,17.105263157894736,38,44,16,0,0
0b631e16fa61f7321da18cf35a076d5f,2016-04-13 00:00:00.000000 UTC,2016-04-13,2016-06-26,394,394,0,129828,2385079,66,4768,340485,39751.316666666666,5674.75,6053.5,864.17512690355329,0,404,12.436548223350254,5,1512,207.81979695431468,0,60,5.4340101522842614,10.819452904024514,4.0,91.203779186293332,71.047740736427585,5.3243243243243246,25.317258883248734,87,74,0,0,0
0c02bd2b09f7193103279ab9b760b777,2016-03-29 00:00:00.000000 UTC,2016-03-29,2016-06-24,330,330,0,53244,2081809,2,4075,257840,37175.160714285717,4604.2857142857147,6308.5121212121212,781.33333333333337,0,48,6.790909090909091,22,806,193.03333333333342,0,60,3.9454545454545471,9.7361251351919122,4.0,51.18568206928,57.373594546666581,3.7931034482758621,11.212121212121213,95,89,2,0,0
0ca501b2a1d72e80e0d0cd2c25bdd124,2016-04-21 00:00:00.000000 UTC,2016-04-21,2016-06-22,265,265,0,68325,1406805,3,4672,217150,41376.617647058825,6386.7647058823532,5308.6981132075471,819.433962264151,1,98,8.9018867924528244,24,1442,242.97735849056602,0,60,10.871698113207549,9.6105175247094685,4.0,50.641693022333335,74.905504236706179,4.274193548387097,18.018867924528305,109,66,4,0,0
0d53c0441daccbb9022ccdcd2a58c7f7,2016-05-11 00:00:00.000000 UTC,2016-05-11,2016-06-23,40,40,790,55258,235813,247,2500,34242,19651.083333333332,2853.5,5895.325,856.05,1,306,16.275000000000002,58,939,272.09999999999991,0,59,9.0750000000000011,9.975324645624168,4.84468546304,52.05274319236667,33.251082152080564,0.93023255813953487,11.875,29,46,3,0,0
0d993c2eba3d9dd2e60ecc8814618931,,,,122,0,967,76425,1533306,251,3901,131250,,,12568.081967213115,1075.8196721311476,,,,,,,,,,13.918647291214766,4.5170272381333332,68.43385977974,,0.0,4.71311475409836,0,,,,1
0e7f0f05c7e193b1774c2e5713741cd4,2016-04-04 00:00:00.000000 UTC,2016-04-04,2016-06-26,272,272,174,41581,2530716,83,3419,256336,50614.32,5126.72,9304.10294117647,942.41176470588232,1,950,20.786764705882366,9,849,238.3382352941176,0,60,8.2610294117647154,11.789079685541655,4.0,36.799316013586662,64.132593489346618,3.2771084337349397,8.9154411764705888,68,83,0,0,0
0ed6cac7a3e2f1b324f50086f288bcfc,,,,57,0,28,20605,334877,64,2170,55257,,,5875.0350877192986,969.421052631579,,,,,,,,,,10.011550167303277,4.4035169280266668,26.348222247899997,,0.0,12.280701754385966,0,,,,1
0ef7e21012a26a8f3678f02c211488ae,,,,59,0,149,70224,458493,59,3466,47066,,,7771.0677966101694,797.728813559322,,,,,,,,,,11.012161081014295,4.0,53.311277869013331,,0.0,13.559322033898306,0,,,,1
0efa2b92642c1e6db77406bb3761baf4,2016-05-03 00:00:00.000000 UTC,2016-05-03,2016-06-26,346,346,2,32321,1706627,50,3458,276402,37100.586956521736,6008.739130434783,4932.4479768786123,798.849710982659,0,507,11.768786127167633,4,1216,196.5346820809248,0,65,7.9710982658959537,9.79760830956626,4.0,52.975298263033338,73.695053806737462,6.4074074074074074,24.349710982658955,222,54,0,0,0
0eff1404b137a5562642f0f706e59f25,2016-03-29 00:00:00.000000 UTC,2016-03-29,2016-04-20,45,45,1346,27502,236439,260,2372,29847,21494.454545454544,2713.3636363636365,5254.2,663.26666666666665,1,152,14.266666666666666,39,713,206.06666666666669,0,6,2.4444444444444442,8.2315305796878473,4.8049228033866669,25.446458470746666,33.674443280541212,2.0454545454545454,6.1111111111111107,45,89,67,0,1
0f057c0c73054f569a59a0880b91cbb0,2016-04-04 00:00:00.000000 UTC,2016-04-04,2016-06-25,32,32,1901,58230,455048,235,2632,31573,41368.0,2870.2727272727275,14220.25,986.65625,1,73,12.874999999999998,10,1004,408.96874999999994,0,30,4.25,14.983123449316356,4.8141948359866671,46.19558260626,43.587268216193024,0.3902439024390244,5.46875,7,83,1,0,0
0f346940b7c9dc770d408b1063ed2f81,2016-04-14 00:00:00.000000 UTC,2016-04-14,2016-06-22,468,468,700,93487,3414984,138,4981,456786,59912.0,8013.7894736842109,7296.9743589743593,976.03846153846155,0,1130,17.083333333333357,13,1917,197.19017094017113,0,60,3.0192307692307669,12.761137910271058,4.0,173.21516315320002,104.77565863169923,6.7826086956521738,26.976495726495724,261,73,4,0,0
100979abe35f7761f333bb7e63649767,2016-04-10 00:00:00.000000 UTC,2016-04-10,2016-06-25,470,470,178,74244,3081690,31,3874,413721,60425.294117647056,8112.1764705882351,6556.7872340425529,880.25744680851062,0,303,9.74468085106383,0,1155,269.159574468085,0,60,8.0127659574468151,10.254423883690162,4.0,66.1254478194,94.501553437928976,6.1842105263157894,12.819148936170212,235,77,1,0,0
10570128e114c22b855f1155b88fb379,2016-04-26 00:00:00.000000 UTC,2016-04-26,2016-06-24,428,428,0,70830,2654635,31,3858,378879,63205.595238095237,9020.92857142857,6202.4182242990655,885.231308411215,0,714,11.105140186915881,8,1013,279.5677570093456,0,60,5.1378504672897165,10.414817953074401,4.0,63.534445742383333,106.13195437894872,7.2542372881355934,15.829439252336444,223,61,2,0,0
10ab4d373b29fb6ee31ae2b7b39fc574,2016-05-14 00:00:00.000000 UTC,2016-05-14,2016-06-04,32,32,38,35202,307030,94,2165,29570,30703.0,2957.0,9594.6875,924.0625,1,70,12.218749999999998,90,1097,556.90625,0,8,2.5625,13.102073296805415,4.0,42.635832679960004,41.926634549777326,1.5238095238095237,14.0625,32,43,22,0,1
10d2c35bb4b440aa1eaf06d477ff27a6,2016-05-11 00:00:00.000000 UTC,2016-05-11,2016-06-07,40,40,1932,56699,477685,220,3697,43741,47768.5,4374.1,11942.125,1093.525,1,359,21.000000000000004,99,1601,495.87499999999994,0,5,1.8749999999999998,14.712944367238496,4.9991163369066669,54.282290100260006,58.851777468954005,1.4814814814814814,16.875,40,46,19,0,0
110484e77a78d2e441af9a01a7bf4ce6,,,,129,0,925,50127,1012350,240,3623,111302,,,7847.6744186046508,862.80620155038764,,,,,,,,,,12.319765759241733,4.232786721,61.03126279738666,,0.0,21.705426356589154,0,,,,1
1110d496149d3d8c50276765924df831,2016-03-31 00:00:00.000000 UTC,2016-03-31,2016-04-07,28,28,1132,15604,123538,218,1734,25278,30884.5,6319.5,4412.0714285714284,902.78571428571433,0,193,20.785714285714281,12,557,246.0714285714285,0,4,1.6785714285714286,9.0332948141859521,4.2865872809066667,22.7390117511,63.233063699301674,4.0,11.607142857142858,28,87,80,0,1
1127af601413f32c08e2a89447e5f3b9,2016-04-05 00:00:00.000000 UTC,2016-04-05,2016-06-25,41,41,14,70125,382524,19,4216,38308,47815.5,4788.5,9329.8536585365855,934.34146341463418,1,185,16.243902439024385,6,786,316.31707317073176,0,60,14.585365853658539,11.687062696844798,4.0,55.45468339833333,59.896196321329569,0.50617283950617287,7.3170731707317076,5,82,1,0,0
113d6a61dd3bd21e5bc39bc19197f0f4,2016-04-05 00:00:00.000000 UTC,2016-04-05,2016-06-25,509,509,71,70817,3255782,150,3964,392747,50871.59375,6136.671875,6396.4282907662082,771.60510805500985,0,504,10.524557956778,10,996,217.8565815324165,0,60,8.0275049115913575,9.3914920263885673,4.0,55.111073031773323,74.691710022371566,6.283950617283951,7.80943025540275,198,82,1,0,0
11506b81721ca68ef019764de3d8edbd,2016-04-22 00:00:00.000000 UTC,2016-04-22,2016-06-24,647,647,573,61381,4646637,134,4355,608921,82975.66071428571,10873.589285714286,7181.8191653786707,941.145285935085,0,229,9.3276661514683266,22,1453,288.30139103554836,0,16,2.3678516228748081,11.116173187576802,4.0,54.46595738463332,128.43150093503911,10.269841269841271,18.083462132921174,323,65,2,0,0
117ea72f13b43f0f4055b0472dcb6b1b,2016-04-25 00:00:00.000000 UTC,2016-04-25,2016-05-12,38,38,40,30712,316952,216,2651,35432,18644.235294117647,2084.2352941176468,8340.8421052631584,932.421052631579,0,118,19.921052631578949,154,1130,581.52631578947376,0,41,3.3421052631578956,10.578920904949825,4.0,26.134275178933336,23.64699966988784,2.2352941176470589,1.3157894736842104,38,62,45,0,1
118be60e268514eb85f66ddb82bfa407,2016-05-11 00:00:00.000000 UTC,2016-05-11,2016-06-02,39,39,799,30194,377436,148,1950,33717,31453.0,2809.75,9677.8461538461543,864.53846153846155,3,63,13.769230769230768,90,1357,360.0,0,6,1.9230769230769229,12.025977649107864,5.3209364476933336,38.271112844120005,39.084427359600561,1.7727272727272727,11.538461538461538,39,46,24,0,1
122972e7c73c944e744e6eca819d93e7,2016-04-24 00:00:00.000000 UTC,2016-04-24,2016-05-18,40,40,852,28841,294564,198,3228,32342,26778.545454545456,2940.181818181818,7364.1,808.55,1,165,18.074999999999996,93,895,369.725,0,311,9.7750000000000021,10.202675137546,4.06785544464,28.21006610752,37.100636863803651,1.6666666666666667,11.25,40,63,39,0,1
12933735316b452a5bc6a933d1a38124,2016-04-26 00:00:00.000000 UTC,2016-04-26,2016-06-26,542,542,556,55693,2892598,130,2363,402705,51653.535714285717,7191.1607142857147,5336.8966789667893,742.99815498154976,0,396,9.6199261992619931,0,1099,230.71217712177116,0,59,2.6845018450184481,9.6901719612078878,4.0,51.626584035116664,93.78702148169053,8.8852459016393439,21.171586715867175,224,61,0,0,0
133c19880625cbe91986ee3c402866cd,2016-04-28 00:00:00.000000 UTC,2016-04-28,2016-06-03,51,51,1302,30503,301688,209,2923,52764,30168.8,5276.4,5915.4509803921565,1034.5882352941176,0,103,8.2941176470588243,32,526,202.19607843137254,0,5,2.3333333333333335,10.952621602833661,4.5763159908666671,36.600737832233335,55.858370174451679,1.4166666666666667,18.137254901960784,34,59,23,0,1
1340d44ca7946f4192cd80d8f47ce99b,2016-05-05 00:00:00.000000 UTC,2016-05-06,2016-06-26,243,243,607,41970,1184210,137,2580,168782,37006.5625,5274.4375,4873.292181069959,694.57613168724276,1,184,11.432098765432091,12,584,153.16460905349794,0,60,15.283950617283951,9.61219969255548,4.0624103858266665,50.3313384006,72.992641415343073,4.7647058823529411,27.674897119341562,77,52,0,1,0
136b51093f684e15e2798e4dc1e23d0c,2016-05-14 00:00:00.000000 UTC,,,137,0,920,66371,1206026,220,3352,125782,,,8803.109489051094,918.11678832116786,,,,,,,,,,12.380044764996255,4.1712617477333334,53.281729597383332,,0.0,20.255474452554743,0,43,,,1
14183e69946d782c92eb53b3c6eeb86f,2016-03-30 00:00:00.000000 UTC,2016-03-30,2016-06-17,24,24,1564,14601,117873,394,1786,21099,13097.0,2344.3333333333335,4911.375,879.125,0,38,8.5,15,384,121.54166666666664,0,60,5.5000000000000018,10.401186071482364,5.1554116378133337,18.590623441706665,27.736496190619633,0.30379746835443039,32.291666666666664,19,88,9,0,0
148fb453d12992652b56d8bc2cfb1b78,2016-04-16 00:00:00.000000 UTC,2016-04-16,2016-06-01,29,29,1078,24894,151665,153,2656,19938,18958.125,2492.25,5229.8275862068967,687.51724137931035,0,37,6.3103448275862064,54,504,181.65517241379311,0,6,2.0344827586206886,8.8810384245598861,4.5563828713999994,36.83280535012,32.193764289029581,0.63043478260869568,12.931034482758621,28,71,25,0,1
156a150f1dbafbb01a786a5f45bdd7b6,2016-04-04 00:00:00.000000 UTC,2016-04-04,2016-05-01,44,44,0,20149,234759,6,1727,31036,23475.9,3103.6,5335.431818181818,705.36363636363637,2,88,7.8863636363636385,5,760,236.61363636363629,0,5,1.75,8.689054493071664,4.0,19.584270603346667,38.231839769515332,1.6296296296296295,11.931818181818182,44,83,56,0,1
15e0ade28a7d24026b2fe91ef528ddf5,2016-03-29 00:00:00.000000 UTC,2016-03-31,2016-06-26,453,453,3,84228,2622481,39,3733,363968,37464.014285714286,5199.5428571428574,5789.1412803532012,803.46136865342169,0,119,9.5629139072847789,0,1675,175.25607064017652,0,60,9.4635761589404037,10.409685251131913,4.0,62.100022994293333,67.365534553753633,5.2068965517241379,23.730684326710811,139,89,0,2,0
