driver_id,num_day,date_index
1674103b16c39ab56a76884b7c2ca83e,70,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 50, 52, 54]"
1682c469cb12aa06b06d93ab87c3836a,68,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 47, 48, 49, 50, 51, 52, 53, 54, 55, 61, 62, 63, 64, 65, 66]"
16cd1e08be52741e1516cade45ae7754,53,"[0, 6, 7, 8, 11, 13, 14, 15, 18, 19, 22, 23, 27, 28, 31, 32]"
17235b165b78a09be9cd7f9abc1e833a,81,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 39, 40, 41, 42, 43, 45, 46, 47, 49, 50, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 67, 69, 70, 72, 74, 75]"
173a168d2b8830525f59be85a35f0000,90,"[0, 1, 2, 10, 16, 17]"
175540c364f94b6adbc0ce3541a3254a,44,"[0, 1, 2, 3, 4, 5, 6, 7, 22, 38, 39, 40, 42]"
179ef343f855d34fa0262c720cdb9a52,44,"[0, 1, 2, 3]"
180284a755fb939181db32b838fd0720,51,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 41, 42, 44, 45, 46, 47]"
1805f90c5220ac830835df3309a76e78,84,"[0, 2, 3, 4, 13, 15, 17, 21, 23, 24, 28, 31, 32, 35, 36, 40, 45, 57, 58, 59, 63]"
181396b71a4723deaa02c3dd3ffa9041,82,"[0, 1, 2, 3, 9, 11, 16, 23, 24, 25]"
183336ca67d3257c34cb80c9bd4dfb34,69,"[0, 1, 4, 5, 6, 7, 8, 9, 13, 16, 19, 20, 21, 22, 28, 29, 33, 34, 35, 36, 37, 45, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 62, 63, 64, 65, 66]"
186d02f3ae489428440a352e3fe503a4,52,"[0, 1, 2, 3, 8, 9, 18, 21, 27, 29, 30, 32, 36, 42, 50]"
187a5227c531151abd112eef1d104301,89,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 21, 22, 23, 24, 25, 27, 28, 38, 39, 40, 41, 42, 43, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83]"
19029e596b5c3e45cc6b3cca0640fa58,56,"[0, 3, 5, 10, 12, 13, 17, 26, 32, 33]"
1925803c42c264e21fdcf0a35fbd2107,72,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 54, 55, 56, 57, 65, 66, 67, 68, 69, 70]"
1936275dcb0942dc60a378839fae4730,67,"[1, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65]"
1936720ce0900cbff6d9114328c84bee,83,"[0, 1, 7, 12, 13, 27, 55, 56, 62, 63]"
1989ad384dd8ab8f43fd19822c36aeac,88,"[0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 58, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]"
19daceea26aeb211cb8bf28c8497b6c2,67,"[0, 1, 4, 5, 6, 12, 13, 14, 15, 16, 18, 20, 21, 25, 27, 28, 29, 30, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 54, 55, 56, 57, 60, 61, 62, 63, 64, 66]"
19e1cdfeaf90239d8585e6a78136a403,83,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82]"
1a2af09b492ba2519c5b4aec478642a7,84,"[0, 1, 4, 5, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 33, 35, 36, 37, 38, 39, 40, 43, 44, 46, 48, 49, 50, 51, 52, 53, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83]"
1aee4c95edf898beee1a8b49a1f898b0,83,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 41, 43, 44, 45, 47, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]"
1b51afba3b72e0259db160170f824f95,84,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 25, 26, 27, 28, 29, 30, 31, 42, 43, 54, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 73, 74, 75]"
1b9ddecea8eb99bc37f9b0711546f1c0,68,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 38, 39, 40, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 65, 66, 67]"
1c4312919166a0e7cefe6b3ddf1ec9c6,45,"[0, 5, 7, 8, 9, 11, 36, 39, 43]"
1c44fab20b7f0804c11d88dc0554edf4,47,"[0, 2, 3, 7, 12, 13, 15, 22, 28]"
1c6e8fbca23da68279d93b2de6eaa3d1,57,"[0, 1, 2, 5, 6, 7, 12, 13, 14, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55]"
1c95fcac4de21d077072da1ea1705eb5,68,"[0, 1, 2, 4]"
1cf95d6dd025d792340b623bcff18260,77,"[0, 6, 9, 10, 11, 13, 43]"
1d789a00290ec2e8a4ae1c704f671caf,79,"[0, 1, 4, 5, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 32, 34, 35, 37, 38, 40, 41, 42, 43, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 60, 62, 63, 66, 67, 68, 69, 72, 73, 74, 75, 76]"
1d7bc6daa163020694e2a5e636b96a0d,68,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 34, 35, 36, 37, 38, 39, 40, 48, 49, 51, 52, 54, 56, 57, 60, 61, 62, 63, 64]"
1d92784a09b1d1f85b05508e33261efb,83,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 58, 59, 60, 61, 62, 63, 65, 66, 67, 69, 70, 72, 73, 76, 77, 79]"
1e836fdeba5bcacf45438c08bfcf4fa3,62,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61]"
1e9570c1846c0f79c1ec103f608bc8ee,44,"[0, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]"
1eb30783865c10a8abc395e1b73bd578,84,"[0, 3, 4, 6, 7, 8, 12, 13, 17, 27, 28]"
1ed175c60fdf7380fefc804bf4dd75f3,45,"[5, 7, 9, 11, 12, 13, 27, 28, 36, 41, 43]"
1f83b77c681720ce48d33c21083c27e0,75,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 42, 43, 46, 48, 49, 50, 51, 57, 58, 59, 60, 70, 73, 74]"
1f8e4a81c9da3260c84f14483319a338,68,"[0, 2, 14, 15, 17, 24, 25, 34, 44]"
20f5672c1b6a59b9d5ec09a34ad90e9b,58,"[0, 2, 3, 4, 5, 19, 37, 38, 41]"
215263f9135bdd22b0e41659046b150d,75,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 47, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]"
21eb2a893ddf647ee9d307d873a697b7,47,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45]"
220d2d2a94c58c0f7ee7cb1864d5f0c5,62,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 58, 59, 60, 61]"
2231ec7a993e7ce92f79588ccc405e21,60,"[0, 1, 11, 12, 15, 17, 18, 19, 20, 25, 26, 32, 49]"
225fb2558cee416b136c9c9231824580,72,"[0, 1, 3, 6, 7, 8, 10, 12, 13, 14, 15, 17, 23, 26, 29, 31, 34, 41, 45, 47, 48, 50, 53, 55, 61, 62, 69]"
22ca9510a0c0d97ba66750530ee0e914,63,"[0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 17, 28, 29, 30, 33, 36, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 59, 60, 61]"
22d43c4cd79a3cbab663d9eadd1e5995,88,"[0, 1, 2, 3, 11, 12, 13, 14, 16, 17, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87]"
23017e4c03d224c89b5e3a0550e1bd9f,87,"[0, 1, 2, 3, 4, 5, 6, 7, 23, 25, 26, 27, 28, 31, 32, 33, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 55, 56, 67, 68, 69, 70, 72, 73, 74, 75, 76, 77, 81, 82, 83, 86]"
236af2c3c395a20fd53696a5634abd7b,88,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 42, 44, 54, 58, 60, 62, 63, 64, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 82, 83, 86, 87]"
23f2a72a48ef9f44301dbcfd69f8b3f0,68,"[0, 2, 3, 4, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 37, 50, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64]"
